iter	RMSE
478	0.4791976404
479	0.4791526265
480	0.4791117794
481	0.4790683408
482	0.4790274902
483	0.4789868212
484	0.478941777
485	0.4788967719
486	0.4788545437
487	0.4788095822
488	0.478768183
489	0.478723236
490	0.4786798366
491	0.4786388833
492	0.4785979458
493	0.4785529911
494	0.4785095794
495	0.4784646672
496	0.4784197794
497	0.4783783152
498	0.4783334357
499	0.4782923924
500	0.4782513663
501	0.4782064539
502	0.478161564
503	0.4781192904
504	0.4780770148
505	0.4780355117
506	0.4779906166
507	0.4779493426
508	0.4779070499
509	0.4778661112
510	0.477821134
511	0.4777761827
512	0.4777346686
513	0.4776897236
514	0.4776474117
515	0.4776050951
516	0.4775601642
517	0.4775191189
518	0.4774781318
519	0.4774346462
520	0.4773911646
521	0.4773500824
522	0.4773077486
523	0.4772666843
524	0.4772256441
525	0.477181041
526	0.4771402176
527	0.4770983096
528	0.4770575311
529	0.4770145386
530	0.4769715538
531	0.4769271674
532	0.4768828067
533	0.4768384704
534	0.4767955279
535	0.4767536076
536	0.4767106665
537	0.4766663664
538	0.4766234343
539	0.4765824306
540	0.4765411732
541	0.4764982134
542	0.4764538934
543	0.4764126158
544	0.4763682923
545	0.4763239844
546	0.4762826829
547	0.4762407305
548	0.476200236
549	0.4761592664
550	0.4761188652
551	0.4760759509
552	0.4760315458
553	0.4759871587
554	0.4759453855
555	0.4759049382
556	0.4758639653
557	0.4758221854
558	0.4757818076
559	0.475740022
560	0.4756970622
561	0.4756552718
562	0.4756108029
563	0.4755690047
564	0.4755245507
565	0.4754841151
566	0.4754423056
567	0.475401312
568	0.4753583262
569	0.4753153421
570	0.4752748037
571	0.4752344287
572	0.4751898751
573	0.4751468631
574	0.4751058508
575	0.4750613129
576	0.4750167937
577	0.4749762173
578	0.4749355945
579	0.4748950653
580	0.47485043
581	0.4748085646
582	0.4747639535
583	0.4747193638
584	0.4746747958
585	0.4746343454
586	0.4745937979
587	0.4745491819
588	0.4745061127
589	0.4744642206
590	0.4744223259
591	0.47438126
592	0.4743366489
593	0.4742947429
594	0.4742501459
595	0.4742055654
596	0.4741649113
597	0.4741244154
598	0.4740838254
599	0.4740392836
600	0.4739988379
601	0.473958484
602	0.4739181543
603	0.4738774201
604	0.4738369536
605	0.4737928383
606	0.4737523984
607	0.4737116827
608	0.4736714255
609	0.4736311853
610	0.473591094
611	0.473550848
612	0.4735092869
613	0.4734650035
614	0.4734234537
615	0.4733819047
616	0.4733403543
617	0.4732961314
618	0.4732545838
619	0.4732103986
620	0.4731677191
621	0.4731272566
622	0.4730830652
623	0.4730427499
624	0.4729985608
625	0.4729544025
626	0.4729141377
627	0.4728739169
628	0.4728336133
629	0.4727920317
630	0.4727477973
631	0.4727050794
632	0.4726608987
633	0.4726167453
634	0.4725751662
635	0.4725343445
636	0.4724939504
637	0.4724531371
638	0.472412767
639	0.4723700266
640	0.4723258213
641	0.4722852619
642	0.4722436479
643	0.472199416
644	0.4721591204
645	0.4721148744
646	0.4720721239
647	0.4720304981
648	0.4719877503
649	0.4719435518
650	0.4719031662
651	0.4718627389
652	0.4718218857
653	0.4717776319
654	0.4717367641
655	0.4716925196
656	0.471651899
657	0.4716114881
658	0.4715686754
659	0.4715243875
660	0.4714827196
661	0.4714399244
662	0.4713995579
663	0.4713552647
664	0.4713143699
665	0.4712715589
666	0.4712306562
667	0.4711897558
668	0.4711491831
669	0.4711085994
670	0.4710678182
671	0.4710280734
672	0.4709836488
673	0.4709421334
674	0.4709015433
675	0.4708571384
676	0.4708156172
677	0.4707750097
678	0.4707306225
679	0.4706900067
680	0.4706456381
681	0.4706057853
682	0.4705614046
683	0.4705215606
684	0.4704800193
685	0.4704385922
686	0.4703963103
687	0.4703565796
688	0.4703154529
689	0.4702751443
690	0.4702352684
691	0.4701914495
692	0.4701517821
693	0.4701119905
694	0.4700722229
695	0.4700325268
696	0.4699922484
697	0.4699527384
698	0.4699131473
699	0.469869083
700	0.4698250678
701	0.4697853268
702	0.469741331
703	0.4697016445
704	0.469662021
705	0.4696223058
706	0.469582011
707	0.469537928
708	0.4694938933
709	0.4694535857
710	0.4694111556
711	0.4693671845
712	0.469323252
713	0.4692793542
714	0.469235492
715	0.4691943133
716	0.4691545734
717	0.4691106988
718	0.4690668536
719	0.469027072
720	0.4689858758
721	0.4689435155
722	0.4689036076
723	0.4688637158
724	0.4688213306
725	0.4687789522
726	0.4687350836
727	0.4686912413
728	0.4686508199
729	0.4686104007
730	0.4685665522
731	0.4685266896
732	0.4684828226
733	0.4684389779
734	0.4683985277
735	0.4683585329
736	0.4683180933
737	0.4682782575
738	0.4682343365
739	0.4681919296
740	0.4681495264
741	0.4681082653
742	0.4680683835
743	0.468028351
744	0.4679843765
745	0.4679419336
746	0.4679020954
747	0.4678608083
748	0.467818346
749	0.4677770549
750	0.4677330917
751	0.4676930173
752	0.4676517147
753	0.4676118991
754	0.4675705864
755	0.4675308052
756	0.4674908751
757	0.4674504204
758	0.4674078653
759	0.4673637724
760	0.4673239901
761	0.467279889
762	0.4672358266
763	0.4671917936
764	0.467149293
765	0.4671053011
766	0.4670613384
767	0.4670173964
768	0.4669738764
769	0.4669328293
770	0.4668895383
771	0.4668462731
772	0.4668053287
773	0.466763411
774	0.4667233816
775	0.4666814479
776	0.4666405086
777	0.4665995717
778	0.4665586298
779	0.466515356
780	0.4664750516
781	0.4664340967
782	0.4663921457
783	0.4663521389
784	0.466312194
785	0.4662719241
786	0.4662309639
787	0.4661910546
788	0.4661512029
789	0.4661077708
790	0.4660679288
791	0.4660269519
792	0.465983499
793	0.4659436157
794	0.465903359
795	0.4658635641
796	0.4658225667
797	0.4657828104
798	0.4657428575
799	0.4657026302
800	0.4656604767
801	0.4656168731
802	0.4655747462
803	0.4655344924
804	0.4654948713
805	0.4654512596
806	0.4654117266
807	0.4653696656
808	0.4653296908
809	0.4652860841
810	0.4652460966
811	0.4652025065
812	0.4651604687
813	0.4651184366
814	0.4650789346
815	0.4650395224
816	0.4649958774
817	0.4649522638
818	0.4649086761
819	0.4648686544
820	0.4648250737
821	0.464785717
822	0.4647436453
823	0.4647000558
824	0.4646564876
825	0.4646170787
826	0.4645761886
827	0.4645325987
828	0.4644890289
829	0.4644495892
830	0.464405998
831	0.4643659202
832	0.4643258467
833	0.4642857776
834	0.4642457116
835	0.4642056485
836	0.4641647297
837	0.4641251903
838	0.4640815258
839	0.4640378856
840	0.4639969602
841	0.4639575559
842	0.4639182007
843	0.4638745028
844	0.4638335648
845	0.463791428
846	0.4637504908
847	0.4637083594
848	0.4636674222
849	0.4636279352
850	0.4635848567
851	0.4635418098
852	0.4635019894
853	0.4634626529
854	0.4634195863
855	0.4633765493
856	0.4633371903
857	0.4632966375
858	0.4632568298
859	0.463213763
860	0.4631744277
861	0.4631349033
862	0.4630955636
863	0.4630557802
864	0.4630165937
865	0.4629733767
866	0.462933588
867	0.4628942697
868	0.4628549648
869	0.4628117154
870	0.4627725388
871	0.4627292859
872	0.4626899655
873	0.4626506266
874	0.4626073251
875	0.4625640578
876	0.4625222979
877	0.4624790785
878	0.4624398251
879	0.4623965917
880	0.4623533912
881	0.4623138762
882	0.4622744441
883	0.4622338057
884	0.4621944381
885	0.462155303
886	0.4621146377
887	0.4620739729
888	0.462034154
889	0.4619948816
890	0.4619550659
891	0.4619157855
892	0.4618738749
893	0.4618304461
894	0.4617870589
895	0.4617452125
896	0.4617058568
897	0.4616624983
898	0.4616231039
899	0.4615797214
900	0.4615363721
901	0.4614930542
902	0.4614531692
903	0.461409868
904	0.4613665924
905	0.4613233399
906	0.4612801092
907	0.4612383208
908	0.4611951149
909	0.4611519238
910	0.4611123889
911	0.4610716715
912	0.4610319436
913	0.4609901126
914	0.4609468487
915	0.4609071388
916	0.4608671877
917	0.4608264525
918	0.4607869513
919	0.4607436097
920	0.4607042155
921	0.4606608657
922	0.4606214793
923	0.4605819432
924	0.4605426639
925	0.4605032503
926	0.4604640318
927	0.4604205155
928	0.4603811404
929	0.4603391444
930	0.4602971642
931	0.4602577895
932	0.4602178679
933	0.4601786953
934	0.4601393329
935	0.460100213
936	0.4600593855
937	0.4600173201
938	0.4599784671
939	0.4599349927
940	0.4598962348
941	0.4598576214
942	0.4598190722
943	0.4597758956
944	0.4597343617
945	0.4596958579
946	0.4596543327
947	0.4596155712
948	0.4595740544
949	0.4595325575
950	0.4594895213
951	0.4594480699
952	0.4594051042
953	0.4593657283
954	0.4593263543
955	0.4592877131
956	0.4592462687
957	0.4592076331
958	0.459167387
959	0.4591285584
960	0.4590870942
961	0.4590441168
962	0.4590052588
963	0.4589650121
964	0.4589247641
965	0.4588853738
966	0.4588459831
967	0.458803008
968	0.4587600662
969	0.4587171544
970	0.4586777262
971	0.4586348291
972	0.4585953877
973	0.4585559475
974	0.4585130501
975	0.4584701826
976	0.4584299217
977	0.4583870764
978	0.4583442564
979	0.4583047607
980	0.4582644902
981	0.4582253473
982	0.4581824772
983	0.4581433741
984	0.4581030899
985	0.4580601875
986	0.4580211152
987	0.4579822988
988	0.4579433458
989	0.4579044526
990	0.457865543
991	0.4578268623
992	0.4577852976
993	0.457745845
994	0.4577063908
995	0.4576674928
996	0.4576243524
997	0.4575856585
998	0.4575469952
999	0.4575053837
